departamentocodigo,departamentonombre,municipiocodigo,municipionombre,agente,bandera,direccion,producto,precio,estado,fecharegistro
15,BOYACA,15238,DUITAMA,ESTACION DE SERVICIO COOFLOTAX,PETROBRAS,Carrera 18 No. 23-30,BIOACEM AL 9%,8470,1,05/03/2018 12:00:00 AM
76,VALLE DEL CAUCA,76670,SAN PEDRO,ESTACION DE SERVICIO TERPEL EL RECREO,TERPEL,SECTOR EL RECREO LOTE A CRR DE GUAYABAL JURISDICCION DE SAN PEDRO,BIODIESEL EXTRA,8060,1,05/02/2018 12:00:00 AM
63,QUINDIO,63130,CALARCA,ESTACION DE SERVICIO LAS PALMAS,TERPEL,AVENIDA COLON No. 21-135,GASOLINA CORRIENTE OXIGENADA,8980,1,05/01/2018 12:00:00 AM
17,CALDAS,17001,MANIZALES,ESTACION DE SERVICIO MALTERIA,BIOMAX,VARIANTE 5.6 VIA MAGDALENA,BIODIESEL EXTRA,8290,1,05/03/2018 12:00:00 AM
95,GUAVIARE,95015,CALAMAR,ESTACION DE SERVICIO EL ENCANTO JM,TERPEL,CALLE 5 No. 8-56,BIODIESEL EXTRA,9500,1,04/25/2018 12:00:00 AM
76,VALLE DEL CAUCA,76834,TULUA,ESTACION DE SERVICIO EL DIVINO NIÑO JESUS,ESSO,CALLE 48 NO. 27A-13,GASOLINA CORRIENTE OXIGENADA,9080,1,05/03/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ EXITO COLINA,MOBIL,TRANSVERSAL 46 No. 145-51,GASOLINA EXTRA OXIGENADA,11790,1,05/04/2018 12:00:00 AM
70,SUCRE,70418,LOS PALMITOS,ESTACION DE SERVICIO LOS PALMITOS,ZEUSS,CARRERA 8 No. 10 - 109 BARRIO LAS FLORES,GASOLINA CORRIENTE OXIGENADA,9040,1,05/03/2018 12:00:00 AM
15,BOYACA,15837,TUTA,ESTACION DE SERVICIO COMBUSTIBLES LA PLAYA,BIOMAX,KILOMETRO 17 VIA TUNJA - PAIPA,BIOACEM AL 9%,7969,1,05/01/2018 12:00:00 AM
13,BOLIVAR,13001,CARTAGENA DE INDIAS,ESTACION DE SERVICIO PEDRO DE HEREDIA,MOBIL,CALLE 31 No. 30 D - 50,BIODIESEL EXTRA,8360,1,05/04/2018 12:00:00 AM
47,MAGDALENA,47001,SANTA MARTA,ESTACION DE SERVICIO EL MANANTIAL,BIOMAX,KILOMETRO 13 VIA AL AEROPUERTO SECTOR POZO COLORADO,GASOLINA CORRIENTE OXIGENADA,8810,1,05/02/2018 12:00:00 AM
70,SUCRE,70001,SINCELEJO,ESTACION DE SERVICIO EXITO EL CORRAL,MOBIL,CALLE 38 No. 33-50,GASOLINA CORRIENTE OXIGENADA,8670,1,05/02/2018 12:00:00 AM
50,META,50313,GRANADA,ESTACION DE SERVICIO AGRICOLA,TERPEL,KILOMETRO 12 VIA GRANADA SAN JUAN DE ARAMA - PUNTA BRAVA CANAGUARO,BIODIESEL EXTRA,8687,1,04/05/2018 12:00:00 AM
23,CORDOBA,23001,MONTERIA,ESTACION DE SERVICIO LA 41,MOBIL,CARRERA 17 No.41-255 URBANIZACION PORTAL DE LA CANDELARIA,GASOLINA CORRIENTE OXIGENADA,9240,1,05/04/2018 12:00:00 AM
76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,ESSO STAMBUL,MOBIL,Calle 1 No.10-35,GASOLINA CORRIENTE OXIGENADA,9150,1,05/03/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,CENTRO DE SERVICIOS VERSALLES,TERPEL,AVENIDA 3N No. 20-69,BIODIESEL EXTRA,8140,1,05/05/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,LURIGER CALLE 53,BIOMAX,CARRERA 21 No. 53-15,BIOACEM AL 9%,8450,1,05/04/2018 12:00:00 AM
25,CUNDINAMARCA,25290,FUSAGASUGA,ESTACION DE SERVICIO AUTOMOTRIZ CAMBULOS,PETROBRAS,CALLE 25 No. 44-20,GASOLINA CORRIENTE OXIGENADA,8930,1,05/03/2018 12:00:00 AM
85,CASANARE,85010,AGUAZUL,ESTACION DE SERVICIO LOS CANAGUAROS,BIOMAX,MARGINAL DE LA SELVA FRENTE A LA AVENIDA LUIS MARIA JIMENEZ,GASOLINA CORRIENTE OXIGENADA,9179,1,05/03/2018 12:00:00 AM
05,ANTIOQUIA,05264,ENTRERRIOS,ESTACION DE SERVICIO DISTRACOM LOS SAUCES,TEXACO,CARRERA 13  No. 1 MANZANA 041,BIODIESEL EXTRA,8450,1,05/03/2018 12:00:00 AM
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO SUPER STATION 84 OTEDS SA,PETROMIL,Calle  84 No.51 B- 52,GASOLINA EXTRA OXIGENADA,11970,1,05/06/2018 12:00:00 AM
25,CUNDINAMARCA,25875,VILLETA,ESTACION DE SERVICIO AUTOMOTRIZ LA ESTRELLA SABANA,BIOMAX,CARRERA 8 No. 1D 56 64 SUR BARRIO SAN ANTONIO,GASOLINA CORRIENTE OXIGENADA,9180,1,05/03/2018 12:00:00 AM
70,SUCRE,70001,SINCELEJO,MULTISERVICIOS,TERPEL,CALLE 32 CARRERA 10 - 110 BARRIO SAN VICENTE,GASOLINA CORRIENTE OXIGENADA,8390,1,05/18/2017 12:00:00 AM
15,BOYACA,15407,VILLA DE LEYVA,ESTACION SERVICIOS COLONIAL,BIOMAX,CARRERA 9 No. 2-25,GASOLINA CORRIENTE OXIGENADA,9200,1,05/02/2018 12:00:00 AM
81,ARAUCA,81591,PUERTO RONDON,ESTACION DE SERVICIO EXPENDIO LA RESERVA,TERPEL,Calle 2 No. 08-39,GASOLINA CORRIENTE,7700,1,05/07/2018 12:00:00 AM
13,BOLIVAR,13657,SAN JUAN NEPOMUCENO,ESTACION DE SERVICIO LA MARIA KM 103,PETROMIL,LA TRONCAL VIA A CARRETO KILOMETRO 1-46,BIODIESEL EXTRA,7550,1,04/02/2018 12:00:00 AM
17,CALDAS,17042,ANSERMA,ESTACION DE SERVICIO UNION,TERPEL,Carrera 3 No. 3-22,BIODIESEL EXTRA,8685,1,05/03/2018 12:00:00 AM
17,CALDAS,17614,RIOSUCIO,ESTACION DE SERVICIO LA ESMERALDA,ZEUSS,CARRERA 4 No. 3 -02,GASOLINA CORRIENTE OXIGENADA,9120,1,05/02/2018 12:00:00 AM
63,QUINDIO,63401,LA TEBAIDA,SERVICENTRO LA NUEVA HERRADURA,TERPEL,VEREDA LA HERRADURA KILOMETRO 7 VIA AL VALLE,GASOLINA CORRIENTE OXIGENADA,8752,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05837,TURBO,LA MANUELA,TERPEL,Vía al Mar Currulao,BIODIESEL EXTRA,8540,1,05/02/2018 12:00:00 AM
44,LA GUAJIRA,44874,VILLANUEVA,ESTACION DE SERVICIO AUTOMOTRIZ LAURA,AYATAWACOOP,CALLE 14 No. 20 - 149 BARRIO 11 DE JULIO,GASOLINA CORRIENTE OXIGENADA,6638,1,05/09/2018 12:00:00 AM
15,BOYACA,15759,SOGAMOSO,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL SOGAMOSO,TERPEL,AV. EL SOL No 7A-18,GASOLINA EXTRA OXIGENADA,11840,1,05/04/2018 12:00:00 AM
68,SANTANDER,68385,LANDAZURI,ESTACION DE SERVICIO JEFTAN,TERPEL,CALLE 7 No. 4-38 LA CADENA,BIODIESEL EXTRA,8200,1,05/02/2018 12:00:00 AM
73,TOLIMA,73268,EL ESPINAL,ESTACION DE SERVICIO DISTRACOM EL SAMAN,BIOMAX,KILOMETRO 3 VIA ESPINAL - GIRARDOT,GASOLINA CORRIENTE OXIGENADA,8870,1,05/07/2018 12:00:00 AM
05,ANTIOQUIA,05665,SAN PEDRO DE URABA,ESTACION DE SERVICIO DE SAN PEDRO DE URABA,TEXACO,CARRERA 50 No. 49-47,GASOLINA CORRIENTE OXIGENADA,9980,1,05/10/2018 12:00:00 AM
13,BOLIVAR,13001,CARTAGENA DE INDIAS,EDS CEBALLOS SAS,TERPEL,BARRIO CEBALLOS DIAGONAL 30 No. 56 - 31,BIODIESEL EXTRA,8260,1,05/02/2018 12:00:00 AM
17,CALDAS,17001,MANIZALES,ESTACION DE SERVICIO LA PLAZUELA,TERPEL,AVENIDA KEVIN ANGEL CALLE 62 Y 63 FRENTE AL MATADERO,BIODIESEL EXTRA,8130,1,05/01/2018 12:00:00 AM
76,VALLE DEL CAUCA,76892,YUMBO,SS EL PORTAL DE DAPA MARTIGONZA,PETROMIL,CALLE 10  No. 29 B-51,GASOLINA EXTRA OXIGENADA,11520,1,05/03/2018 12:00:00 AM
68,SANTANDER,68547,PIEDECUESTA,ESTACION DE SERVICIO EL MOLINO,TERPEL,Kilómetro 2 Vía Piedecuesta Bogotá,GASOLINA CORRIENTE OXIGENADA,8920,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO CEMEX PLANTA CALI NORTE,MOBIL,Transversal 1 Calle 1 Recta Cali-Palmira,BIODIESEL EXTRA,10000,1,02/08/2018 12:00:00 AM
25,CUNDINAMARCA,25658,SAN FRANCISCO,ESTACION DE SERVICIO BIOMAX SAN JUAN,BIOMAX,CALLE 1 No. 1A-95,BIOACEM AL 9%,8360,1,05/01/2018 12:00:00 AM
52,NARIÑO,52250,EL CHARCO,GASOLINERA LA ESPERANZA,PETROMIL,VEREDA CAMPO ALEGRE,GASOLINA CORRIENTE OXIGENADA,6322,1,04/01/2016 12:00:00 AM
52,NARIÑO,52835,TUMACO,COMBUSTIBLES Y LUBRICANTES LLANAJE,BIOMAX,VEREDA LLANAJE,BIODIESEL EXTRA,6713,1,11/01/2016 12:00:00 AM
05,ANTIOQUIA,05148,EL CARMEN DE VIBORAL,ESTACION DE SERVICIOS TERPEL EL CARMEN,TERPEL,CARRERA 31 CL 41-25,GASOLINA CORRIENTE OXIGENADA,9010,1,05/02/2018 12:00:00 AM
47,MAGDALENA,47570,PUEBLOVIEJO,EDS AUTOMOTRIZ POPEYE,ECOS,CARRERA 7 No. 9-110 ISLA DEL ROSARIO,BIODIESEL EXTRA,8210,1,05/03/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,SERVIMOBIL TEUSAQUILLO,MOBIL,AVENIDA CALLE 34 No. 24 - 05,BIODIESEL EXTRA,8650,1,05/02/2018 12:00:00 AM
50,META,50330,MESETAS,ESTACION DE SERVICIO LOS TURPIALES,BIOMAX,PUERTO NARIÑO MESETAS,BIODIESEL EXTRA,8400,1,05/07/2018 12:00:00 AM
19,CAUCA,19473,MORALES,ESTACION DE SERVICIO SIGLO XXI,TERPEL,CALLE PRINCIPAL BARRIO MODELO,BIODIESEL EXTRA,8550,1,05/03/2018 12:00:00 AM
50,META,50573,PUERTO LOPEZ,ESTACION DE SERVICIO EL MILAGROSO DEL OBELISCO,ZEUSS,KM 9.2 VIA PTO LOPEZ - PTO GAITAN VEREDA LA MENEGUA,BIODIESEL EXTRA,8300,1,03/27/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO TERPEL CAÑAVERALEJO,TERPEL,CALLE 5 No. 53A-75,GASOLINA CORRIENTE OXIGENADA,8980,1,05/02/2018 12:00:00 AM
23,CORDOBA,23417,LORICA,GASOLINERA LA BONGA,ECOS,KILOMETRO 2 VIA SAN BERNARDO,BIODIESEL EXTRA,8200,1,11/10/2017 12:00:00 AM
54,NORTE DE SANTANDER,54003,ABREGO,ESTACION DE SERVICIO EL MOLINO DE ABREGO,COOMULPINORT,KILOMETRO 23 VIA OCAÑA - CUCUTA,GASOLINA CORRIENTE OXIGENADA,6900,1,05/02/2018 12:00:00 AM
19,CAUCA,19698,SANTANDER DE QUILICHAO,ESTACION DE SERVICIO TERPEL CAUCA,TERPEL,VEREDA MANDIVA KILOMETRO 66 VIA SANTANDER POPAYAN,BIODIESEL EXTRA,8340,1,05/03/2018 12:00:00 AM
15,BOYACA,15317,GUACAMAYAS,ESTACION DE SERVICIO SAN JOSE GUACAMAYAS,BIOMAX,GUACAMAYAS -CENTRO,BIOACEM AL 9%,8685,1,05/06/2018 12:00:00 AM
05,ANTIOQUIA,05021,ALEJANDRIA,EDS ESTACION DE SERVICIO ALEJANDRIA,ZEUSS,CALLE 17 No.. 21-59,BIODIESEL EXTRA,8900,1,05/03/2018 12:00:00 AM
20,CESAR,20001,VALLEDUPAR,ESTACION AUTOSERVICIO MOBIL VALLEDUPAR,ECOS,CALLE 17 No. 15-56,BIODIESEL EXTRA,6980,1,05/02/2018 12:00:00 AM
23,CORDOBA,23660,SAHAGUN,ESTACION DE SERVICIO DON JUAN,PUMA,CARRERA 5 No 11 - 47,BIODIESEL EXTRA,8216,1,05/02/2018 12:00:00 AM
15,BOYACA,15325,GUAYATA,ESTACION DE SERVICIO SAN DIEGO,BIOMAX,CARRERA 4 CALLE 9 SALIDA A GUATEQUE,BIODIESEL EXTRA,8782,1,05/08/2018 12:00:00 AM
50,META,50001,VILLAVICENCIO,ESTACION DE SERVICIO LOS MARACOS,MOBIL,CARRERA 16 ESQUINA AVENIDA LOS MARACOS,GASOLINA CORRIENTE OXIGENADA,9350,1,05/03/2018 12:00:00 AM
25,CUNDINAMARCA,25594,QUETAME,ESTACION DE SERVICIO VILLA KARLA,OCTANO,CALLE 6 No. 5-115,GASOLINA CORRIENTE OXIGENADA,7940,1,05/11/2016 12:00:00 AM
25,CUNDINAMARCA,25175,CHIA,ESTACION DE SERVICIO AUTOMOTRIZ BRIO CHIA,BIOMAX,CARRERA 12 No. 9-01,GASOLINA CORRIENTE OXIGENADA,9109,1,05/02/2018 12:00:00 AM
08,ATLANTICO,08685,SANTO TOMAS,ESTACION DE SERVICIO AUTOMOTRIZ SERVICENTRO SAN BENITO,MOBIL,CALLE 13 No. 11-47,BIODIESEL EXTRA,7654,1,05/03/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SERCOMAS 11 DE CALI,TEXACO,CARRERA 15 No. 19-01,GASOLINA CORRIENTE OXIGENADA,9150,1,05/02/2018 12:00:00 AM
23,CORDOBA,23555,PLANETA RICA,EDS ESPECIAL PA MOTOS,TEXACO,CARRERA 5 NO. 18-42,GASOLINA CORRIENTE OXIGENADA,9320,1,05/04/2018 12:00:00 AM
15,BOYACA,15001,TUNJA,ESTACION DE SERVICIO AUTOMOTRIZ LAS NIEVES,BIOMAX,Carrera 10 No.27-92,BIOACEM AL 9%,8554,1,05/03/2018 12:00:00 AM
76,VALLE DEL CAUCA,76736,SEVILLA,EL SURTIDOR,TERPEL,"Carrera. 48 No. 53-01,",BIODIESEL EXTRA,8950,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO NUTIBARA,MOBIL,TRANSVERSAL 39B No. 79-41,GASOLINA EXTRA OXIGENADA,11970,1,05/03/2018 12:00:00 AM
15,BOYACA,15469,MONIQUIRA,ESTACION DE SERVICIO AUTOMOTRIZ LA MONIQUIREÑA,PETROMIL,VIA A TUNJA No 3 - 61,BIODIESEL EXTRA,8460,1,05/02/2018 12:00:00 AM
63,QUINDIO,63594,QUIMBAYA,ESTACION DE SERVICIO DEL QUINDIO,BIOMAX,KILOMETRO 3 VIA QUIMBAYA MONTENEGRO VEREDA EL CHAQUIRO,GASOLINA EXTRA OXIGENADA,11400,1,05/02/2018 12:00:00 AM
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,ESTACION DE SERVICIO EL RINCON DEL JARDIN,BIOMAX,CARRERA 9 No. 5-104 BARRIO JARDIN,BIODIESEL EXTRA,9160,1,05/02/2018 12:00:00 AM
68,SANTANDER,68307,GIRON,EDS TERPEL BASCULA GIRON,TERPEL,CARRERA 17A No. 60A-19 KILOMETRO 1 VIA AL PALENQUE,BIODIESEL EXTRA,7830,1,05/09/2018 12:00:00 AM
44,LA GUAJIRA,44430,MAICAO,LAS VELAS SAS,DISCOWACOOP,CALLE 16 No. 1 A - 06,ACEM - DIESEL ECOLOGICO,5300,1,03/01/2018 12:00:00 AM
47,MAGDALENA,47692,SAN SEBASTIAN DE BUENAVISTA,ESTACION DE SERVICIO GASOLINERA EL MANGO DE SAN SEBASTIAN,PETROMIL,CARRERA 2 NO 8SN - 1 SAN SEBASTIÁN,BIODIESEL EXTRA,8900,1,05/07/2018 12:00:00 AM
52,NARIÑO,52490,OLAYA HERRERA (BOCAS DE SATINGA),ESTACION DE SERVICIO COMBUSTIBLES SATINGA,PETROMIL,BOCAS DE SATINGA VEREDA CODEMACO,GASOLINA CORRIENTE OXIGENADA,7554,1,05/02/2018 12:00:00 AM
15,BOYACA,15104,BOYACA,ESTACION DE SERVICIO LA PRADERA,BIOMAX,KILÓMETRO 18 VIA TUNJA RAMIRIQUI,GASOLINA CORRIENTE OXIGENADA,9088,1,05/01/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,EDS PLAZAS VERDES,TERPEL,Carrera 1 No. 62A - 50,BIODIESEL EXTRA,8340,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05001,MEDELLIN,ESSO REGIONAL,MOBIL,CARRERA 48 No. 20-115,GASOLINA CORRIENTE OXIGENADA,9090,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25572,PUERTO SALGAR,EDS TERPEL MONTECRISTO,TERPEL,EDS MONTECRISTO,GASOLINA CORRIENTE OXIGENADA,8617,1,05/01/2018 12:00:00 AM
15,BOYACA,15516,PAIPA,ESTACION DE SERVICIO MONTEARROYO,PETROBRAS,CUARTA UNIDAD TERMO ELECTRICA,GASOLINA CORRIENTE OXIGENADA,8329,1,02/02/2015 12:00:00 AM
05,ANTIOQUIA,05380,LA ESTRELLA,ESTACION DE SERVICIO TERPEL LA ISLA,TERPEL,CARRERA 50 No. 96 SUR - 48,GASOLINA CORRIENTE OXIGENADA,8680,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25736,SESQUILE,PETROBRAS SESQUILE,PETROBRAS,KILOMETRO 39 Y 40 DOBLE CALZADA BOGOTA - TUNJA COSTADO DERECHO,BIODIESEL EXTRA,8252,1,05/03/2018 12:00:00 AM
23,CORDOBA,23182,CHINU,ESTACION DE SERVICIO MOBIL 3,PETROMIL,CARRETERA TRONCAL VARIANTE,GASOLINA EXTRA OXIGENADA,11400,1,05/02/2018 12:00:00 AM
68,SANTANDER,68001,BUCARAMANGA,ESTACION DE SERVICIO TERPEL LA ROSITA,TERPEL,AVENIDA LA ROSITA No. 20-02,GASOLINA EXTRA OXIGENADA,10930,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76147,CARTAGO,EDS SAN FRANCISCO DE ASIS II,ESSO,PROYECTO PEREIRA LA VICTORIA KILOMETRO 70 VIA ZARAGOZA,GASOLINA CORRIENTE OXIGENADA,8950,1,05/04/2018 12:00:00 AM
05,ANTIOQUIA,05591,PUERTO TRIUNFO,ESTACION DORADAL,MOBIL,CALLE 20 No. 17 - 102 CORREGIMIENTO DORADAL,GASOLINA EXTRA OXIGENADA,12250,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05264,ENTRERRIOS,EDS SAN FRANCISCO,ZEUSS,KILOMETRO 1 VIA ENTRERRIOS - SANTA ROSA,GASOLINA CORRIENTE OXIGENADA,9144,1,05/02/2018 12:00:00 AM
19,CAUCA,19142,CALOTO,ESTACION DE SERVICIO CRUCERO DE GUALI,PETROMIL,CRUCERO GUALI VIA CALOTO,GASOLINA CORRIENTE OXIGENADA,8980,1,03/01/2018 12:00:00 AM
50,META,50318,GUAMAL,ESTACION DE SERVICIO SANTA ISABEL GUAMAL,BIOMAX,CARRERA 18 No. 18-56 LOTE 1 MANZANA 4,GASOLINA CORRIENTE OXIGENADA,9150,1,05/04/2018 12:00:00 AM
25,CUNDINAMARCA,25377,LA CALERA,LA PRADERA DE POTOSI CLUB RESIDENCIAL,BIOMAX,KILOMETRO 19 VIA LA CALERA - SOPO,GASOLINA CORRIENTE OXIGENADA,8900,1,05/02/2018 12:00:00 AM
44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,EDS SEPTIMA AVENIDA,AYATAWACOOP,CARRERA 18 No. 10-15 BARRIO LOS ANGELES,GASOLINA CORRIENTE - IMPORTADO,5170,1,05/03/2018 12:00:00 AM
05,ANTIOQUIA,05376,LA CEJA,ESTACION DE SERVICIOS LOS TAMBOS,TEXACO,CALLE 20 No. 28-03 05,GASOLINA EXTRA OXIGENADA,9080,1,05/03/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO SPRING,PETROBRAS,CALLE 134 No. 46-76,GASOLINA EXTRA OXIGENADA,11990,1,05/04/2018 12:00:00 AM
68,SANTANDER,68167,CHARALA,EDS CHARALA,TERPEL,CARRERA 14 No. 21-07,GASOLINA CORRIENTE OXIGENADA,9354,1,05/06/2018 12:00:00 AM
76,VALLE DEL CAUCA,76147,CARTAGO,LA PRINCIPAL ESTACION DE SERVICIO CARTAGO,TERPEL,CALLE 1 DIAGONAL 3,BIODIESEL EXTRA,8190,1,05/01/2018 12:00:00 AM
68,SANTANDER,68051,ARATOCA,EL MIRADOR DE CHICAMOCHA,TERPEL,KILOMETRO 4 VIA ARATOCA-BUCARAMANGA VEREDA SAN PEDRO,BIODIESEL EXTRA,7854,1,05/02/2018 12:00:00 AM
44,LA GUAJIRA,44001,RIOHACHA,ESTACION DE SERVICIO EL TRANSPORTADOR,AYATAWACOOP,CALLE 15 No. 28-71,BIODIESEL EXTRA,5710,1,05/01/2018 12:00:00 AM
41,HUILA,41551,PITALITO,ESTACION DE SERVICIO SOLARTE PITALITO,BIOMAX,AVENIDA 3 No. 19A-23 SUR,BIODIESEL EXTRA,8885,1,05/01/2018 12:00:00 AM
13,BOLIVAR,13836,TURBACO,ESTACION DE SERVICIO TECNOLOGICA,TEXACO,PARQUE INDUSTRIAL CARLOS VELEZ POMBO LOCAL 1C,GASOLINA CORRIENTE OXIGENADA,9090,1,05/02/2018 12:00:00 AM
50,META,50573,PUERTO LOPEZ,ESTACION DE SERVICIO LA FRAGATA,MOBIL,AVENIDA 14 No. 15-35,GASOLINA CORRIENTE OXIGENADA,9103,1,05/03/2018 12:00:00 AM
05,ANTIOQUIA,05890,YOLOMBO,ESTACION VILLA NUEVA,TERPEL,VIA AMALFI KILOMETRO 68 VEREDA VILLA NUEVA,BIODIESEL EXTRA,9077,1,05/01/2018 12:00:00 AM
23,CORDOBA,23678,SAN CARLOS,ESTACION DE SERVICIO LA PATRIA,PETROMIL,VEREDA EL CAÑITO,BIODIESEL EXTRA,8355,1,05/03/2018 12:00:00 AM
25,CUNDINAMARCA,25322,GUASCA,ESTACION DE SERVICIO MONTALLANTAS Y LUBRICANTES EL TRIANGULO AD,TEXACO,CLL 1 11 81,GASOLINA CORRIENTE OXIGENADA,9095,1,05/03/2018 12:00:00 AM
17,CALDAS,17174,CHINCHINA,ESTACION DE SERVICIO LUBRICANTES Y DISTRIBUIDORA AVENIDA,TERPEL,Carrera 4 Calle 13 Esquina,GASOLINA CORRIENTE OXIGENADA,11210,1,05/01/2018 12:00:00 AM
85,CASANARE,85125,HATO COROZAL,ESTACION DE SERVICIO LA COROCORA,TERPEL,Calle 8 No 11-27 Hato,GASOLINA CORRIENTE OXIGENADA,8100,1,11/04/2016 12:00:00 AM
50,META,50606,RESTREPO,ESTACION DE SERVICIO BRISAS DEL UPIN,BIOMAX,CARRERA 1 C No. 18,GASOLINA EXTRA OXIGENADA,11900,1,05/04/2018 12:00:00 AM
25,CUNDINAMARCA,25769,SUBACHOQUE,ESTACION DE SERVICIO LA CUESTA,BIOMAX,KILOMETRO 7 VIA PUENTE PIEDRA-SUBACHOQUE,BIOACEM AL 9%,8450,1,05/07/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS ESSO AMERICANA,MOBIL,AVENIDA CALLE 13 No. 57-24,BIODIESEL EXTRA,8190,1,05/03/2018 12:00:00 AM
05,ANTIOQUIA,05665,SAN PEDRO DE URABA,ESTACION DE GASOLINA SITIO ROJO,ZAPATA Y VELASQUEZ,CORREGIMIENTO SANTA CATALINA,BIODIESEL EXTRA,9000,1,04/30/2018 12:00:00 AM
73,TOLIMA,73449,MELGAR,EDS SEPTIMA AVENIDA,BIOMAX,CALLE 7 No. 17-68,GASOLINA EXTRA OXIGENADA,11590,1,05/09/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO LA SIBERIA,BIOMAX,DG 127BIS 91B 37,GASOLINA CORRIENTE OXIGENADA,8854,1,05/03/2018 12:00:00 AM
25,CUNDINAMARCA,25386,LA MESA,ESTACION DE SERVICIO  BRIO LA CEIBA,BIOMAX,CALLE 4A No. 27- 251 B LAS CEIBAS,BIOACEM AL 9%,8785,1,05/01/2018 12:00:00 AM
20,CESAR,20001,VALLEDUPAR,ESTACION DE SERVICIO CALLEJAS,TERPEL,CALLE 23 No. 04-01,BIODIESEL EXTRA,7010,1,05/06/2018 12:00:00 AM
15,BOYACA,15238,DUITAMA,ESTACION DE SERVICIO TRANSPORTES DEL TUNDAMA,PETROBRAS,CALLE 12 No. 17-42,BIOACEM AL 9%,9219,1,05/04/2018 12:00:00 AM
25,CUNDINAMARCA,25148,CAPARRAPI,ESTACION DE SERVICIO LA LOMITA,PETROMIL,CARRERA 11A  No. 4-15,BIOACEM AL 9%,8700,1,05/04/2018 12:00:00 AM
27,CHOCO,27372,JURADO,COMBUSTIBLES PAJONAL,TEXACO,BARRIO PUEBLO NUEVO,GASOLINA CORRIENTE OXIGENADA,8000,1,05/07/2018 12:00:00 AM
52,NARIÑO,52835,TUMACO,ESTACION DE SERVIO BRISAS DE INGUAPI,TEXACO,VEREDA INGUAPI DEL CARMEN DE TUMACO,BIODIESEL EXTRA,7500,1,05/01/2018 12:00:00 AM
52,NARIÑO,52405,LEIVA,ESTACION DE SERVICIO AUTOCENTRO LAS DELICIAS,TEXACO,CORREGIMIENTO LAS DELICIAS,BIODIESEL EXTRA,7500,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25430,MADRID,EDS  ZARAGOZA I,BIOMAX,KILOMETRO 13 MAS 600  VIA FACATATIVA - MADRID,BIOACEM AL 9%,8149,1,05/01/2018 12:00:00 AM
27,CHOCO,27615,RIOSUCIO,EDS BIOCOMBUSTIBLES RIOSUCIO,ZAPATA Y VELASQUEZ,CENTRO FRENTE 2 RIO ATRATO,GASOLINA CORRIENTE OXIGENADA,8800,1,05/05/2018 12:00:00 AM
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO TERPEL AMIRA DE LA ROSA,TERPEL,CALLE 53 No. 53-22 CARRERA 54 No. 52-37,BIODIESEL EXTRA,8040,1,05/02/2018 12:00:00 AM
08,ATLANTICO,08634,SABANAGRANDE,EDS SABANAGRANDE,SAVE,CALLE 7A No. 16-60,BIODIESEL EXTRA,7970,1,05/05/2018 12:00:00 AM
54,NORTE DE SANTANDER,54206,CONVENCION,ESTACION DE SERVICIO CONVENCION,COOMULPINORT,VEREDA ROMERITOS KM 36 VIA AL TARRA,BIODIESEL EXTRA,6158,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76233,DAGUA,SERVI K 30,BIOMAX,KILOMETRO 30 VIA AL CARMEN,GASOLINA CORRIENTE OXIGENADA,9152,1,05/01/2018 12:00:00 AM
